Harikrishna defeated experienced Russian Alexander Grischuk in 41 moves in the third round.,1
"With 41 moves, Harikrishna beat the experienced Russian Alexander Grischuk in the third round.",1
"As a result of his 41st move, Harikrishna defeated veteran Russian Alexander Grischuk in round three.",1
Harikrishna survived 41 moves to defeat experienced Russian Alexander Grischuk in the third round.,1
"In the third round, Harikrishna defeated experienced Russian Alexander Grischuk in 41 moves.",1
The Indian defeated the experienced Russian Alexander Grischuk in 41 moves in the third round.,1
"Despite facing an experienced Russian in the third round, Harikrishna managed to outclass him in only 41 moves.",1
The Indian men and women teams will start as favorites in the Asian Online Nations (Regions) Cup Team Championship starting on Saturday.,1
"On Saturday, the Asian Online Nations (Regions) Cup Team Championship begins. Both the men's and women's teams are considered favorites.",1
Both the Indian men's and women's teams will be favorites for Saturday's Asian Online Nations Cup Team Championship.,1
"As of Saturday, the Asian Online Nations (Regions) Cup Team Championship will feature the Indian men and women.",1
"On Saturday, the Asian Online Nations (Regions) Cup team championship will begin. Both the men's and women's Indian teams begin as favorites.",1
Indian men and women teams will begin as favorites in the Asian Online Nations (Regions) Cup Team Championship from Saturday onwards.,1
"In addition, two of the four Olympic-bound wrestlers from India -- Vinesh Phogat and Deepak Punia -- tested positive for the virus, further adding to wrestlers' fears.",1
"Vinesh Phogat and Deepak Punia, two of the country's four Olympic-bound wrestlers, both tested positive for the virus, adding to the concern among many wrestlers.",1
"Vinesh Phogat and Deepak Punia, two of India's four Olympic-bound wrestlers, returned positive for the virus, instilling fear into the minds of many wrestlers.",1
"Vinesh Phogat and Deepak Punia, two of India's four Olympic contenders, also tested positive for the virus, causing more anxiety among wrestlers.",1
"Furthermore, Vinesh Phogat and Deepak Punia, two of the four wrestlers bound for the Olympics, both tested positive for the virus, creating more fears in the minds of wrestlers.",1
"Further adding to worries, the virus also infected two of the four Olympic-bound wrestlers - Vinesh Phogat and Deepak Punia - further instilling fear among wrestlers.",1
"The two Olympic-bound wrestlers from India -- Vinesh Phogat and Deepak Punia - returned positive for the virus, further instilling fear in many wrestlers.",1
"Furthermore, two of four wrestlers in the country bound for the Olympics, Vinesh Phogat and Deepak Punia, also tested positive for the virus, causing even more fear among wrestlers.",1
"In addition, Vinesh Phogat and Deepak Punia, two of India's four Olympic wrestlers, tested positive for the virus, thus scaring many wrestlers.",1
"Furthering the issue, the country's two Olympic-bound wrestlers have tested positive for the virus, causing more fear in the minds of many wrestlers.",1
The WWE fans are in for a memorable night on Sunday night as Drew McIntyre will take on Randy Orton in the grand finale.,1
Drew McIntyre and Randy Orton will face each other in the WWE Grand Finale on Sunday night.,1
