"Though the BJP leadership has been reportedly mulling finding a suitable successor to Yediyurappa keeping the 2023 assembly polls in mind, party insiders said it has not been able to execute its plans because of various factors, including Union home minister Amit Shah’s unavailability.",0
The political predicament also appears to be taking a toll on Yediyurappa and governance as he hasn’t been able to expand the cabinet.,0
The CM had planned to meet the duo when he completed one year in office but to no avail.,0
"He’s now scheduled to visit New Delhi on Thursday, where he is expected to meet Union ministers regarding flood relief, development projects related to states and GST compensation, official sources said.",0
"“If he fails to do so, he would face open rebellion from senior MLAs who are unhappy with the delay and it would lead to another round of political crisis,” said a senior minister.",0
"“Further delay is likely. Despite threats from new legislators and our own party functionaries, the CM is unable to expand his cabinet without the central leadership’s assent,” added another functionary.",0
"“The party should make a concerted effort to infuse fresh blood in the state-level party organisation and not just play a game of musical chairs of shuffling people across positions. Those with grassroots support need to be inducted to galvanise the party,” said Sandeep Shastri, a political analyst.",0
"Taking serious note of allegations pertaining to irregularities in gravel extraction in the district, the government has ordered a probe.",0
Panchayat raj and mining minister Pedireddy Ramachandra Reddy took the decision after receiving complaints from party legislators in the district and asked district collector Samuel Anand Kumar and mines & geology department director Venkata Reddy to conduct a probe into the issue and submit a report.,0
Sources said the party legislator reportedly submitted a detailed report with evidence which prompted the minister to order the inquiry.,0
The legislator is his report said that large quantities of gravel had been excavated from his constituency without requisite permits and sold to private realtors.,0
The legislator claimed that the gravel was extracted on the pretext of land-levelling work for the house site project under Nava Rathnalu scheme.,0
"“The Mandal Parishad Development Officers (MPDOs) of at least 6-7 mandals in the district were involved in the scandal as the gravel was taken away from different quarries disproportionate to the permits issued by the mines department,” the legislator said.",0
He submitted also certain documents to substantiate his point on the illegal mining activity.,0
"“The MPDOs requisitioned for supply of about 83,755 cubic meters of gravel for levelling... However, about 1,62,855 cubic meters of gravel was lifted from one mandal which means that nearly 79,000 cubic meters of gravel was sold out illegally,” the legislator said in his letter to the minister.",0
He said that massive illegal mining had not only caused serious damage to the ecology but also caused irreparable loss to the exchequer.,0
The legislator said that field level officials had taken advantage of chief minister YS Jaganmohan Reddy’s programme to distribute house-sites among the poor to make money.,0
"Curiously, an MPDO, who is suspected to have played key role in the irregularities, went on long-leave, soon after the minister ordered a probe into the scandal.",0
The Indian government has set up an inquiry into the revelations that a Chinese company is spying on Indian citizens including the top political class and officials across the board.,0
The issue was raised in the ongoing Parliamentary session by Congress MP KC Venugopal on Wednesday.,0
"Foreign minister S Jaishankar, in a letter to Venugopal, said that China had denied any links with the private company while the company Shenzhen Zhenhua had also said that the data collected was from open sources and was no different from what was done by western companies.",0
It had denied accessing private information about the individuals from confidential sources.,0
Jaishankar said the MEA took up the matter with the Chinese ambassador on Wednesday while the Indian embassy in Beijing also broached the subject with the foreign ministry of China.,0
"“The Government of India takes very seriously the protection of the privacy and personal data of Indian citizens. It is deeply concerned at any report that suggests that foreign sources are accessing or seeking to access the personal data of our citizens without their consent. The Government has constituted an Expert Committee under the National Cyber Security Coordinator to study these reports, evaluate their implications, assess any violations of law and submit its recommendations within thirty days,” the minister wrote.",0
"Congress sought compensation for the families of migrant workers who died while walking to their native places with party's deputy leader in the House, Anand Sharma, pointing out that images of deprivation that went out from India cannot be denied even as he said that medical professionals and other frontline workers faced a steep learning curve.",0
"Pro-Congress voices were wondering if a special lift would have to be made to accommodate the leader's car so he could visit his office in Mantralaya, he said, pointing out that the main opposition was an alliance partner in the state government.",0
Trinamool's Derek O'Brien said the Centre should be humble in dealing with the states and pointed to West Bengal chief minister Mamata Banerjee drawing social distancing circles in public spaces.,0
"Starting the debate, Sharma also sought to know from the government why there was no figure for the number of migrants who died.",0
"""There should be a register and those people who live in cities who did not get food security, ration, please find solution for such exigencies,"" Sharma said.",0
The debate will resume on Thursday when health minister Harsh Vardhan will reply.,0
"Accusing the Centre of not consulting experts to draw a strategy to deal with the pandemic, O' Brien said out of every Rs 100 spent on public health, Rs 63 comes from the states and only Rs 37 from the central government.",0
